"id","geometry","bbox","names","version","updatetime","sources","categories","confidence","websites","socials","emails","phones","brand","addresses","type"
"167969953637587","00 00 00 00 01 c0 4a 4e b0 c8 8a 47 ed c0 3b 17 18 a8 6d 71 f3","{minx=-52.61477, maxx=-52.61477, miny=-27.09022, maxy=-27.09022}","{common=[{value=Pirelli, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=167969953637587, confidence=null}]","{main=automotive_parts_and_accessories, alternate=[automotive, tire_dealer_and_repair]}","0.5780346820809249","[http://www.pirelli.com/tyres/pt-br/index]","[https://www.facebook.com/167969953637587]",,"[+554933220019]","{names={common=[{value=Pirelli, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=RUA PAULO MARQUES E 279, locality=Chapecó, postcode=89803056, region=SC, country=BR}]","place"
"107965618410701","00 00 00 00 01 c0 4a 4f 34 d6 a1 61 e5 c0 3b 16 d5 cf aa cd 9f","{minx=-52.6188, maxx=-52.6188, miny=-27.0892, maxy=-27.0892}","{common=[{value=The Waffle King, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=107965618410701, confidence=null}]","{main=fast_food_restaurant, alternate=[professional_services]}","0.7309875141884222",,"[https://www.facebook.com/107965618410701]",,"[+5549991215183]","{names={common=[{value=The Waffle King, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Getúlio Dorneles Vargas, 1801, locality=Chapecó, postcode=89802-001, region=SC, country=BR}]","place"
"281725999273868","00 00 00 00 01 c0 4a 4f 35 32 e7 b3 d9 c0 3b 16 bb ec aa b8 a6","{minx=-52.618811, maxx=-52.618811, miny=-27.088805, maxy=-27.088805}","{common=[{value=DPaschoal, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=281725999273868, confidence=null}]","{main=automotive_repair, alternate=[tire_dealer_and_repair, automotive_dealer]}","0.9380597014925374",,"[https://www.facebook.com/281725999273868]",,"[+554933116000]","{names={common=[{value=DPaschoal, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Getúlio Dorneles Vargas, 1841, locality=Chapecó, postcode=89802-001, region=SC, country=BR}]","place"
"2383716588357357","00 00 00 00 01 c0 4a 4f 2a 4c 03 e4 91 c0 3b 16 b8 26 4c 9a e3","{minx=-52.6184783, maxx=-52.6184783, miny=-27.0887474, maxy=-27.0887474}","{common=[{value=CAOA Chery, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=2383716588357357, confidence=null}]","{main=motorcycle_dealer, alternate=[automotive_dealer, cafe]}","0.7309875141884222",,"[https://www.facebook.com/2383716588357357]",,"[+554933237500]","{names={common=[{value=CAOA Chery, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Rua Sicília, 1D, locality=Chapecó, postcode=89805-020, region=SC, country=BR}]","place"
"716490725375164","00 00 00 00 01 c0 4a 4f 1b 1c bb f8 69 c0 3b 16 aa f6 b9 2f 61","{minx=-52.6180149, maxx=-52.6180149, miny=-27.0885462, maxy=-27.0885462}","{common=[{value=Citroën, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=716490725375164, confidence=null}]","{main=car_dealer, alternate=[auto_manufacturers_and_distributors]}","0.5780346820809249","[https://www.citroen.com.br/home-page.html]","[https://www.facebook.com/716490725375164]",,"[+554933219090]","{names={common=[{value=Citroën, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Rua Sicília, 73D, locality=Chapecó, postcode=89805-020, region=SC, country=BR}]","place"
"106385378753774","00 00 00 00 01 c0 4a 4f 10 35 d8 29 21 c0 3b 16 9b bd 60 48 3f","{minx=-52.6176822, maxx=-52.6176822, miny=-27.0883139, maxy=-27.0883139}","{common=[{value=Nanda Cabelos E Cia, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=106385378753774, confidence=null}]","{main=beauty_salon, alternate=null}","0.9380597014925374","[http://www.nandacabelo.com.br]","[https://www.facebook.com/106385378753774]",,"[+5549991975006]","{names={common=[{value=Nanda Cabelos E Cia, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Rua Esparta, 46E, locality=Chapecó, postcode=89805-025, region=SC, country=BR}]","place"
"104372605659261","00 00 00 00 01 c0 4a 4e eb c4 08 d8 ed c0 3b 16 ca ab 8a 5c e6","{minx=-52.61657, maxx=-52.61657, miny=-27.08903, maxy=-27.08903}","{common=[{value=Force One Academia, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=104372605659261, confidence=null}]","{main=gym, alternate=null}","0.7309875141884222",,"[https://www.facebook.com/104372605659261]",,"[+5549991459525]","{names={common=[{value=Force One Academia, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Nereu Ramos, 538, locality=Chapecó, postcode=89805-100, region=SC, country=BR}]","place"
"101933097865592","00 00 00 00 01 c0 4a 4f 17 f9 1b 09 71 c0 3b 16 76 45 d7 7a a6","{minx=-52.6179191, maxx=-52.6179191, miny=-27.0877422, maxy=-27.0877422}","{common=[{value=GCA Empreendimentos, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=101933097865592, confidence=null}]","{main=real_estate, alternate=[engineering_services, home_developer]}","0.7309875141884222",,"[https://www.facebook.com/101933097865592]",,"[+554933243161]","{names={common=[{value=GCA Empreendimentos, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Rua Esparta, 155E, locality=Chapecó, postcode=89805-025, region=SC, country=BR}]","place"
"100366638269474","00 00 00 00 01 c0 4a 4f b8 4d b9 c7 37 c0 3b 15 91 9a c7 97 03","{minx=-52.622812, maxx=-52.622812, miny=-27.084253, maxy=-27.084253}","{common=[{value=Honda Automóveis, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=100366638269474, confidence=null}]","{main=automotive_dealer, alternate=[car_dealer]}","0.9380597014925374",,"[https://www.facebook.com/100366638269474]",,"[+554933614300]","{names={common=[{value=Honda Automóveis, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Fernando Machado, 2405D, locality=Chapecó, postcode=89803-001, region=SC, country=BR}]","place"
"107301654409726","00 00 00 00 01 c0 4a 4f c7 95 55 67 3b c0 3b 15 2e 60 65 9b 65","{minx=-52.6232783, maxx=-52.6232783, miny=-27.0827389, maxy=-27.0827389}","{common=[{value=Rech Tratores, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=107301654409726, confidence=null}]","{main=industrial_equipment, alternate=[automotive_parts_and_accessories, machine_shop]}","0.8240165631469979",,"[https://www.facebook.com/107301654409726]",,"[+554930254343]","{names={common=[{value=Rech, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Fernando Machado, 2599D, locality=Chapecó, postcode=89804-040, region=SC, country=BR}]","place"
"1055005607925127","00 00 00 00 01 c0 4a 4f a9 77 5d 2e af c0 3b 15 49 8c 3b 0c 46","{minx=-52.6223592, maxx=-52.6223592, miny=-27.0831535, maxy=-27.0831535}","{common=[{value=O Boticário, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=1055005607925127, confidence=null}]","{main=cosmetic_and_beauty_supplies, alternate=[bar]}","0.5780346820809249","[http://www.boticario.com.br]","[https://www.facebook.com/1055005607925127]",,"[+554933285389]","{names={common=[{value=O Boticário, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Fernando Machado, 2580, locality=Chapecó, postcode=89803-001, region=SC, country=BR}]","place"
"2069652329970609","00 00 00 00 01 c0 4a 4f bf c6 54 0c c8 c0 3b 15 24 9e 44 fa 05","{minx=-52.62304, maxx=-52.62304, miny=-27.08259, maxy=-27.08259}","{common=[{value=AG Pneus, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=2069652329970609, confidence=null}, {property=/properties/existence, dataset=meta, recordid=2131544587073921, confidence=null}]","{main=tire_dealer_and_repair, alternate=[auto_company, automotive_repair]}","0.9380597014925374",,"[https://www.facebook.com/2069652329970609]",,"[+554933232435]","{names={common=[{value=AG Pneus, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Fernando Machado, 2148, locality=Chapecó, postcode=89803-001, region=SC, country=BR}]","place"
"102287029552119","00 00 00 00 01 c0 4a 4f 69 e1 45 29 d6 c0 3b 15 72 7e a2 9d 4e","{minx=-52.6204187, maxx=-52.6204187, miny=-27.0837783, maxy=-27.0837783}","{common=[{value=Flamingo Casa, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=102287029552119, confidence=null}]","{main=shopping, alternate=null}","0.4800796812749004",,"[https://www.facebook.com/102287029552119]",,"[+554930260944]","{names={common=[{value=Flamingo Casa, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Getúlio Dorneles Vargas, 2479N, locality=Chapecó, postcode=89805-001, region=SC, country=BR}]","place"
"104762367784132","00 00 00 00 01 c0 4a 4f 68 48 be b5 b3 c0 3b 15 4b 48 d3 ae 68","{minx=-52.62037, maxx=-52.62037, miny=-27.08318, maxy=-27.08318}","{common=[{value=SuzukiBR, language=local}], official=null, alternate=null, short=null}","0","2023-12-10T00:00:00.000","[{property=, dataset=meta, recordid=104762367784132, confidence=null}]","{main=car_dealer, alternate=[automotive_dealer]}","0.5851272015655578",,"[https://www.facebook.com/104762367784132]",,"[+554933190000]","{names={common=[{value=SuzukiBR, language=local}], official=null, alternate=null, short=null}, wikidata=null}","[{freeform=Avenida Getúlio Dorneles Vargas, 2520, locality=Chapecó, postcode=89805-001, region=SC, country=BR}]","place"
